id,fish,year,biomass,F
672,Atlantic Halibut NAFO-5YZ,1895,0.243,0.411
673,Atlantic Halibut NAFO-5YZ,1896,0.175,0.669
674,Atlantic Halibut NAFO-5YZ,1897,0.0811,0.215
675,Atlantic Halibut NAFO-5YZ,1898,0.0751,0.179
676,Atlantic Halibut NAFO-5YZ,1899,0.0722,0.134
677,Atlantic Halibut NAFO-5YZ,1900,0.0727,0.108
678,Atlantic Halibut NAFO-5YZ,1901,0.075,0.091
679,Atlantic Halibut NAFO-5YZ,1902,0.0788,0.111
680,Atlantic Halibut NAFO-5YZ,1903,0.0811,0.147
681,Atlantic Halibut NAFO-5YZ,1904,0.0805,0.098
682,Atlantic Halibut NAFO-5YZ,1905,0.0839,0.165
683,Atlantic Halibut NAFO-5YZ,1906,0.0818,0.158
684,Atlantic Halibut NAFO-5YZ,1907,0.0804,0.132
685,Atlantic Halibut NAFO-5YZ,1908,0.081,0.262
686,Atlantic Halibut NAFO-5YZ,1909,0.0712,0.065
687,Atlantic Halibut NAFO-5YZ,1910,0.0766,0.102
688,Atlantic Halibut NAFO-5YZ,1911,0.0795,0.116
689,Atlantic Halibut NAFO-5YZ,1912,0.0815,0.134
690,Atlantic Halibut NAFO-5YZ,1913,0.0819,0.117
691,Atlantic Halibut NAFO-5YZ,1914,0.0838,0.093
692,Atlantic Halibut NAFO-5YZ,1915,0.0877,0.091
693,Atlantic Halibut NAFO-5YZ,1916,0.092,0.124
694,Atlantic Halibut NAFO-5YZ,1917,0.0934,0.075
695,Atlantic Halibut NAFO-5YZ,1918,0.0995,0.09
696,Atlantic Halibut NAFO-5YZ,1919,0.104,0.114
697,Atlantic Halibut NAFO-5YZ,1920,0.107,0.199
698,Atlantic Halibut NAFO-5YZ,1921,0.1,0.163
699,Atlantic Halibut NAFO-5YZ,1922,0.098,0.169
700,Atlantic Halibut NAFO-5YZ,1923,0.0951,0.127
701,Atlantic Halibut NAFO-5YZ,1924,0.0962,0.152
702,Atlantic Halibut NAFO-5YZ,1925,0.0949,0.211
703,Atlantic Halibut NAFO-5YZ,1926,0.0881,0.255
704,Atlantic Halibut NAFO-5YZ,1927,0.0779,0.254
705,Atlantic Halibut NAFO-5YZ,1928,0.0691,0.269
706,Atlantic Halibut NAFO-5YZ,1929,0.0602,0.225
707,Atlantic Halibut NAFO-5YZ,1930,0.0552,0.309
708,Atlantic Halibut NAFO-5YZ,1931,0.046,0.264
709,Atlantic Halibut NAFO-5YZ,1932,0.0404,0.261
710,Atlantic Halibut NAFO-5YZ,1933,0.0356,0.186
711,Atlantic Halibut NAFO-5YZ,1934,0.0341,0.134
712,Atlantic Halibut NAFO-5YZ,1935,0.0345,0.202
713,Atlantic Halibut NAFO-5YZ,1936,0.0325,0.274
714,Atlantic Halibut NAFO-5YZ,1937,0.0282,0.158
715,Atlantic Halibut NAFO-5YZ,1938,0.0278,0.125
716,Atlantic Halibut NAFO-5YZ,1939,0.0284,0.104
717,Atlantic Halibut NAFO-5YZ,1940,0.0295,0.403
718,Atlantic Halibut NAFO-5YZ,1941,0.0219,0.158
719,Atlantic Halibut NAFO-5YZ,1942,0.0216,0.276
720,Atlantic Halibut NAFO-5YZ,1943,0.0188,0.096
721,Atlantic Halibut NAFO-5YZ,1944,0.0197,0.093
722,Atlantic Halibut NAFO-5YZ,1945,0.0207,0.063
723,Atlantic Halibut NAFO-5YZ,1946,0.0224,0.132
724,Atlantic Halibut NAFO-5YZ,1947,0.0226,0.208
725,Atlantic Halibut NAFO-5YZ,1948,0.0212,0.175
726,Atlantic Halibut NAFO-5YZ,1949,0.0206,0.182
727,Atlantic Halibut NAFO-5YZ,1950,0.0198,0.139
728,Atlantic Halibut NAFO-5YZ,1951,0.0199,0.184
729,Atlantic Halibut NAFO-5YZ,1952,0.0191,0.153
730,Atlantic Halibut NAFO-5YZ,1953,0.019,0.131
731,Atlantic Halibut NAFO-5YZ,1954,0.0192,0.155
732,Atlantic Halibut NAFO-5YZ,1955,0.019,0.093
733,Atlantic Halibut NAFO-5YZ,1956,0.02,0.074
734,Atlantic Halibut NAFO-5YZ,1957,0.0215,0.089
735,Atlantic Halibut NAFO-5YZ,1958,0.0227,0.077
736,Atlantic Halibut NAFO-5YZ,1959,0.0242,0.058
737,Atlantic Halibut NAFO-5YZ,1960,0.0263,0.057
738,Atlantic Halibut NAFO-5YZ,1961,0.0286,0.069
739,Atlantic Halibut NAFO-5YZ,1962,0.0307,0.107
740,Atlantic Halibut NAFO-5YZ,1963,0.0319,0.127
741,Atlantic Halibut NAFO-5YZ,1964,0.0324,0.161
742,Atlantic Halibut NAFO-5YZ,1965,0.0318,0.205
743,Atlantic Halibut NAFO-5YZ,1966,0.0299,0.205
744,Atlantic Halibut NAFO-5YZ,1967,0.0281,0.386
745,Atlantic Halibut NAFO-5YZ,1968,0.0213,0.271
746,Atlantic Halibut NAFO-5YZ,1969,0.0186,0.196
747,Atlantic Halibut NAFO-5YZ,1970,0.0176,0.17
748,Atlantic Halibut NAFO-5YZ,1971,0.0172,0.157
749,Atlantic Halibut NAFO-5YZ,1972,0.017,0.142
750,Atlantic Halibut NAFO-5YZ,1973,0.017,0.117
751,Atlantic Halibut NAFO-5YZ,1974,0.0175,0.097
752,Atlantic Halibut NAFO-5YZ,1975,0.0184,0.131
753,Atlantic Halibut NAFO-5YZ,1976,0.0186,0.11
754,Atlantic Halibut NAFO-5YZ,1977,0.0193,0.095
755,Atlantic Halibut NAFO-5YZ,1978,0.0202,0.149
756,Atlantic Halibut NAFO-5YZ,1979,0.0201,0.177
757,Atlantic Halibut NAFO-5YZ,1980,0.0195,0.19
758,Atlantic Halibut NAFO-5YZ,1981,0.0186,0.232
759,Atlantic Halibut NAFO-5YZ,1982,0.017,0.259
760,Atlantic Halibut NAFO-5YZ,1983,0.015,0.292
761,Atlantic Halibut NAFO-5YZ,1984,0.0128,0.238
762,Atlantic Halibut NAFO-5YZ,1985,0.0117,0.224
763,Atlantic Halibut NAFO-5YZ,1986,0.0107,0.158
764,Atlantic Halibut NAFO-5YZ,1987,0.0106,0.105
765,Atlantic Halibut NAFO-5YZ,1988,0.011,0.251
766,Atlantic Halibut NAFO-5YZ,1989,0.00986,0.166
767,Atlantic Halibut NAFO-5YZ,1990,0.00965,0.162
768,Atlantic Halibut NAFO-5YZ,1991,0.00949,0.2
769,Atlantic Halibut NAFO-5YZ,1992,0.00898,0.165
770,Atlantic Halibut NAFO-5YZ,1993,0.0088,0.156
771,Atlantic Halibut NAFO-5YZ,1994,0.00871,0.116
772,Atlantic Halibut NAFO-5YZ,1995,0.00896,0.047
773,Atlantic Halibut NAFO-5YZ,1996,0.00984,0.056
774,Atlantic Halibut NAFO-5YZ,1997,0.0107,0.058
775,Atlantic Halibut NAFO-5YZ,1998,0.0117,0.032
776,Atlantic Halibut NAFO-5YZ,1999,0.013,0.063
777,Atlantic Halibut NAFO-5YZ,2000,0.014,0.052
778,Atlantic Halibut NAFO-5YZ,2001,0.0154,0.054
779,Atlantic Halibut NAFO-5YZ,2002,0.0168,0.045
780,Atlantic Halibut NAFO-5YZ,2003,0.0184,0.066
781,Atlantic Halibut NAFO-5YZ,2004,0.0199,0.043
782,Atlantic Halibut NAFO-5YZ,2005,0.0219,0.051
783,Atlantic Halibut NAFO-5YZ,2006,0.024,0.041
784,Atlantic Halibut NAFO-5YZ,2007,0.0264,0.065
792,Atlantic herring Northwestern Atlantic Coast,1967,2.31,0.216
793,Atlantic herring Northwestern Atlantic Coast,1968,1.98,0.455
794,Atlantic herring Northwestern Atlantic Coast,1969,1.56,0.51
795,Atlantic herring Northwestern Atlantic Coast,1970,1.26,0.452
796,Atlantic herring Northwestern Atlantic Coast,1971,1.09,0.63
797,Atlantic herring Northwestern Atlantic Coast,1972,0.844,0.429
798,Atlantic herring Northwestern Atlantic Coast,1973,1.09,0.453
799,Atlantic herring Northwestern Atlantic Coast,1974,0.843,0.445
800,Atlantic herring Northwestern Atlantic Coast,1975,0.571,0.716
801,Atlantic herring Northwestern Atlantic Coast,1976,0.346,0.809
802,Atlantic herring Northwestern Atlantic Coast,1977,0.214,0.525
803,Atlantic herring Northwestern Atlantic Coast,1978,0.256,0.582
804,Atlantic herring Northwestern Atlantic Coast,1979,0.276,0.659
805,Atlantic herring Northwestern Atlantic Coast,1980,0.286,0.643
806,Atlantic herring Northwestern Atlantic Coast,1981,0.222,0.732
807,Atlantic herring Northwestern Atlantic Coast,1982,0.172,0.665
808,Atlantic herring Northwestern Atlantic Coast,1983,0.168,0.287
809,Atlantic herring Northwestern Atlantic Coast,1984,0.219,0.317
810,Atlantic herring Northwestern Atlantic Coast,1985,0.26,0.314
811,Atlantic herring Northwestern Atlantic Coast,1986,0.347,0.277
812,Atlantic herring Northwestern Atlantic Coast,1987,0.342,0.285
813,Atlantic herring Northwestern Atlantic Coast,1988,0.359,0.299
814,Atlantic herring Northwestern Atlantic Coast,1989,0.459,0.401
815,Atlantic herring Northwestern Atlantic Coast,1990,0.561,0.267
816,Atlantic herring Northwestern Atlantic Coast,1991,0.732,0.151
817,Atlantic herring Northwestern Atlantic Coast,1992,1.01,0.14
818,Atlantic herring Northwestern Atlantic Coast,1993,1.28,0.122
819,Atlantic herring Northwestern Atlantic Coast,1994,1.17,0.122
820,Atlantic herring Northwestern Atlantic Coast,1995,1.18,0.143
821,Atlantic herring Northwestern Atlantic Coast,1996,1.26,0.146
822,Atlantic herring Northwestern Atlantic Coast,1997,1.57,0.129
823,Atlantic herring Northwestern Atlantic Coast,1998,1.64,0.102
824,Atlantic herring Northwestern Atlantic Coast,1999,1.67,0.125
825,Atlantic herring Northwestern Atlantic Coast,2000,1.86,0.101
826,Atlantic herring Northwestern Atlantic Coast,2001,2.01,0.127
827,Atlantic herring Northwestern Atlantic Coast,2002,1.68,0.105
828,Atlantic herring Northwestern Atlantic Coast,2003,1.64,0.109
829,Atlantic herring Northwestern Atlantic Coast,2004,1.63,0.107
830,Atlantic herring Northwestern Atlantic Coast,2005,1.66,0.105
831,Black cardinalfish East coast of North Island,1923,4.25,0
832,Black cardinalfish East coast of North Island,1924,4.25,0
833,Black cardinalfish East coast of North Island,1925,4.25,0
834,Black cardinalfish East coast of North Island,1926,4.25,0
835,Black cardinalfish East coast of North Island,1927,4.25,0
836,Black cardinalfish East coast of North Island,1928,4.25,0
837,Black cardinalfish East coast of North Island,1929,4.25,0
838,Black cardinalfish East coast of North Island,1930,4.25,0
839,Black cardinalfish East coast of North Island,1931,4.25,0
840,Black cardinalfish East coast of North Island,1932,4.25,0
841,Black cardinalfish East coast of North Island,1933,4.25,0
842,Black cardinalfish East coast of North Island,1934,4.25,0
843,Black cardinalfish East coast of North Island,1935,4.25,0
844,Black cardinalfish East coast of North Island,1936,4.25,0
845,Black cardinalfish East coast of North Island,1937,4.25,0
846,Black cardinalfish East coast of North Island,1938,4.25,0
847,Black cardinalfish East coast of North Island,1939,4.25,0
848,Black cardinalfish East coast of North Island,1940,4.25,0
849,Black cardinalfish East coast of North Island,1941,4.25,0
850,Black cardinalfish East coast of North Island,1942,4.25,0
851,Black cardinalfish East coast of North Island,1943,4.25,0
852,Black cardinalfish East coast of North Island,1944,4.25,0
853,Black cardinalfish East coast of North Island,1945,4.25,0
854,Black cardinalfish East coast of North Island,1946,4.25,0
855,Black cardinalfish East coast of North Island,1947,4.25,0
856,Black cardinalfish East coast of North Island,1948,4.25,0
857,Black cardinalfish East coast of North Island,1949,4.25,0
858,Black cardinalfish East coast of North Island,1950,4.25,0
859,Black cardinalfish East coast of North Island,1951,4.25,0
860,Black cardinalfish East coast of North Island,1952,4.25,0
861,Black cardinalfish East coast of North Island,1953,4.25,0
862,Black cardinalfish East coast of North Island,1954,4.25,0
863,Black cardinalfish East coast of North Island,1955,4.25,0
864,Black cardinalfish East coast of North Island,1956,4.25,0
865,Black cardinalfish East coast of North Island,1957,4.25,0
866,Black cardinalfish East coast of North Island,1958,4.25,0
867,Black cardinalfish East coast of North Island,1959,4.25,0
868,Black cardinalfish East coast of North Island,1960,4.25,0
869,Black cardinalfish East coast of North Island,1961,4.25,0
870,Black cardinalfish East coast of North Island,1962,4.25,0
871,Black cardinalfish East coast of North Island,1963,4.25,0
872,Black cardinalfish East coast of North Island,1964,4.25,0
873,Black cardinalfish East coast of North Island,1965,4.25,0
874,Black cardinalfish East coast of North Island,1966,4.25,0
875,Black cardinalfish East coast of North Island,1967,4.25,0
876,Black cardinalfish East coast of North Island,1968,4.25,0
877,Black cardinalfish East coast of North Island,1969,4.25,0
878,Black cardinalfish East coast of North Island,1970,4.25,0
879,Black cardinalfish East coast of North Island,1971,4.25,0
880,Black cardinalfish East coast of North Island,1972,4.25,0
881,Black cardinalfish East coast of North Island,1973,4.25,0
882,Black cardinalfish East coast of North Island,1974,4.25,0
883,Black cardinalfish East coast of North Island,1975,4.25,0
884,Black cardinalfish East coast of North Island,1976,4.25,0
885,Black cardinalfish East coast of North Island,1977,4.25,0
886,Black cardinalfish East coast of North Island,1978,4.25,0
887,Black cardinalfish East coast of North Island,1979,4.25,0
888,Black cardinalfish East coast of North Island,1980,4.25,0
889,Black cardinalfish East coast of North Island,1981,4.25,0
890,Black cardinalfish East coast of North Island,1982,4.25,0
891,Black cardinalfish East coast of North Island,1983,4.24,0.0049
892,Black cardinalfish East coast of North Island,1984,4.21,0.0142
893,Black cardinalfish East coast of North Island,1985,4.13,0.0347
894,Black cardinalfish East coast of North Island,1986,4.05,0.0196
895,Black cardinalfish East coast of North Island,1987,3.88,0.0931
896,Black cardinalfish East coast of North Island,1988,3.62,0.088
897,Black cardinalfish East coast of North Island,1989,3.4,0.0891
898,Black cardinalfish East coast of North Island,1990,3.16,0.112
899,Black cardinalfish East coast of North Island,1991,2.74,0.284
900,Black cardinalfish East coast of North Island,1992,2.34,0.138
901,Black cardinalfish East coast of North Island,1993,2.13,0.175
902,Black cardinalfish East coast of North Island,1994,1.88,0.247
903,Black cardinalfish East coast of North Island,1995,1.64,0.236
904,Black cardinalfish East coast of North Island,1996,1.42,0.323
905,Black cardinalfish East coast of North Island,1997,1.22,0.296
906,Black cardinalfish East coast of North Island,1998,1.1,0.268
907,Black cardinalfish East coast of North Island,1999,1.01,0.261
908,Black cardinalfish East coast of North Island,2000,0.903,0.461
909,Black cardinalfish East coast of North Island,2001,0.808,0.296
910,Black cardinalfish East coast of North Island,2002,0.746,0.466
911,Black cardinalfish East coast of North Island,2003,0.657,0.6
912,Black cardinalfish East coast of North Island,2004,0.597,0.411
913,Black cardinalfish East coast of North Island,2005,0.575,0.427
914,Black cardinalfish East coast of North Island,2006,0.522,0.843
915,Black cardinalfish East coast of North Island,2007,0.452,0.813
916,Black cardinalfish East coast of North Island,2008,0.427,0.459
917,Black cardinalfish East coast of North Island,2009,0.429,0.457
918,Black sea bass Mid-Atlantic Coast,1968,0.439,0.62
919,Black sea bass Mid-Atlantic Coast,1969,0.495,0.48
920,Black sea bass Mid-Atlantic Coast,1970,0.56,0.46
921,Black sea bass Mid-Atlantic Coast,1971,0.603,0.21
922,Black sea bass Mid-Atlantic Coast,1972,0.746,0.24
923,Black sea bass Mid-Atlantic Coast,1973,0.87,0.29
924,Black sea bass Mid-Atlantic Coast,1974,0.949,0.28
925,Black sea bass Mid-Atlantic Coast,1975,0.977,0.43
926,Black sea bass Mid-Atlantic Coast,1976,0.89,0.5
927,Black sea bass Mid-Atlantic Coast,1977,0.841,0.72
928,Black sea bass Mid-Atlantic Coast,1978,0.73,0.66
929,Black sea bass Mid-Atlantic Coast,1979,0.654,0.35
930,Black sea bass Mid-Atlantic Coast,1980,0.721,0.36
931,Black sea bass Mid-Atlantic Coast,1981,0.791,0.28
932,Black sea bass Mid-Atlantic Coast,1982,0.911,0.83
933,Black sea bass Mid-Atlantic Coast,1983,0.673,0.65
934,Black sea bass Mid-Atlantic Coast,1984,0.627,0.49
935,Black sea bass Mid-Atlantic Coast,1985,0.692,0.42
936,Black sea bass Mid-Atlantic Coast,1986,0.8,1.21
937,Black sea bass Mid-Atlantic Coast,1987,0.562,0.66
938,Black sea bass Mid-Atlantic Coast,1988,0.598,0.91
939,Black sea bass Mid-Atlantic Coast,1989,0.54,0.95
940,Black sea bass Mid-Atlantic Coast,1990,0.52,1.02
941,Black sea bass Mid-Atlantic Coast,1991,0.511,1.01
942,Black sea bass Mid-Atlantic Coast,1992,0.557,0.78
943,Black sea bass Mid-Atlantic Coast,1993,0.62,0.95
944,Black sea bass Mid-Atlantic Coast,1994,0.532,0.52
945,Black sea bass Mid-Atlantic Coast,1995,0.588,0.86
946,Black sea bass Mid-Atlantic Coast,1996,0.542,1.19
947,Black sea bass Mid-Atlantic Coast,1997,0.491,1.01
948,Black sea bass Mid-Atlantic Coast,1998,0.491,0.62
949,Black sea bass Mid-Atlantic Coast,1999,0.585,0.6
950,Black sea bass Mid-Atlantic Coast,2000,0.674,0.93
951,Black sea bass Mid-Atlantic Coast,2001,0.821,1.16
952,Black sea bass Mid-Atlantic Coast,2002,1.05,1.02
953,Black sea bass Mid-Atlantic Coast,2003,1.06,0.86
954,Black sea bass Mid-Atlantic Coast,2004,1.04,0.8
955,Black sea bass Mid-Atlantic Coast,2005,0.952,0.54
956,Black sea bass Mid-Atlantic Coast,2006,0.922,0.5
957,Black sea bass Mid-Atlantic Coast,2007,0.916,0.48
986,Black sea bass South Atlantic,1978,1.14,0.291
987,Black sea bass South Atlantic,1979,1.3,0.411
988,Black sea bass South Atlantic,1980,1.43,0.447
989,Black sea bass South Atlantic,1981,1.38,0.406
990,Black sea bass South Atlantic,1982,1.46,0.538
991,Black sea bass South Atlantic,1983,1.29,0.352
992,Black sea bass South Atlantic,1984,1.21,0.615
993,Black sea bass South Atlantic,1985,1.17,0.454
994,Black sea bass South Atlantic,1986,1.21,0.4
995,Black sea bass South Atlantic,1987,1.27,0.505
996,Black sea bass South Atlantic,1988,1.2,1.05
997,Black sea bass South Atlantic,1989,0.936,0.772
998,Black sea bass South Atlantic,1990,0.793,0.654
999,Black sea bass South Atlantic,1991,0.71,0.802
1000,Black sea bass South Atlantic,1992,0.588,0.858
1001,Black sea bass South Atlantic,1993,0.531,0.892
1002,Black sea bass South Atlantic,1994,0.578,1.18
1003,Black sea bass South Atlantic,1995,0.607,1.38
1004,Black sea bass South Atlantic,1996,0.611,1.18
1005,Black sea bass South Atlantic,1997,0.588,0.903
1006,Black sea bass South Atlantic,1998,0.566,0.727
1007,Black sea bass South Atlantic,1999,0.542,1.05
1008,Black sea bass South Atlantic,2000,0.555,0.765
1009,Black sea bass South Atlantic,2001,0.645,1.04
1010,Black sea bass South Atlantic,2002,0.654,0.857
1011,Black sea bass South Atlantic,2003,0.704,0.764
1012,Black sea bass South Atlantic,2004,0.695,1.1
1013,Black sea bass South Atlantic,2005,0.605,0.833
1014,Black sea bass South Atlantic,2006,0.604,0.896
1015,Black sea bass South Atlantic,2007,0.608,1.09
1016,Black sea bass South Atlantic,2008,0.629,0.839
1017,Black sea bass South Atlantic,2009,0.668,0.733
1018,Black sea bass South Atlantic,2010,0.703,0.762
1103,Blue Crab Chesapeake Bay,1991,1.75,NA
1104,Blue Crab Chesapeake Bay,1992,1.29,NA
1105,Blue Crab Chesapeake Bay,1993,1.35,NA
1106,Blue Crab Chesapeake Bay,1994,0.866,NA
1107,Blue Crab Chesapeake Bay,1995,0.613,NA
1108,Blue Crab Chesapeake Bay,1996,0.986,NA
1109,Blue Crab Chesapeake Bay,1997,0.72,NA
1110,Blue Crab Chesapeake Bay,1998,0.786,NA
1111,Blue Crab Chesapeake Bay,1999,0.413,NA
1112,Blue Crab Chesapeake Bay,2000,0.853,NA
1113,Blue Crab Chesapeake Bay,2001,0.433,NA
1114,Blue Crab Chesapeake Bay,2002,0.406,NA
1115,Blue Crab Chesapeake Bay,2003,0.773,NA
1116,Blue Crab Chesapeake Bay,2004,0.693,NA
1117,Blue Crab Chesapeake Bay,2005,0.833,NA
1118,Blue Crab Chesapeake Bay,2006,0.626,NA
1119,Blue Crab Chesapeake Bay,2007,0.7,NA
1120,Blue Crab Chesapeake Bay,2008,0.646,NA
1121,Blue Crab Chesapeake Bay,2009,1.27,NA
1129,Blue king crab Pribilof Islands,1981,3.52,NA
1130,Blue king crab Pribilof Islands,1982,3.47,NA
1131,Blue king crab Pribilof Islands,1983,1.83,NA
1132,Blue king crab Pribilof Islands,1984,1.24,NA
1133,Blue king crab Pribilof Islands,1985,0.53,NA
1134,Blue king crab Pribilof Islands,1986,0.27,NA
1135,Blue king crab Pribilof Islands,1987,0.306,NA
1136,Blue king crab Pribilof Islands,1988,0.568,NA
1137,Blue king crab Pribilof Islands,1989,0.151,NA
1138,Blue king crab Pribilof Islands,1990,0.218,NA
1139,Blue king crab Pribilof Islands,1991,0.665,NA
1140,Blue king crab Pribilof Islands,1992,0.948,NA
1141,Blue king crab Pribilof Islands,1993,0.988,NA
1142,Blue king crab Pribilof Islands,1994,0.941,NA
1143,Blue king crab Pribilof Islands,1995,0.672,NA
1144,Blue king crab Pribilof Islands,1996,1.78,NA
1145,Blue king crab Pribilof Islands,1997,1.07,NA
1146,Blue king crab Pribilof Islands,1998,0.658,NA
1147,Blue king crab Pribilof Islands,1999,0.727,NA
1148,Blue king crab Pribilof Islands,2000,0.402,NA
1149,Blue king crab Pribilof Islands,2001,0.446,NA
1150,Blue king crab Pribilof Islands,2002,0.342,NA
1151,Blue king crab Pribilof Islands,2003,0.147,NA
1152,Blue king crab Pribilof Islands,2004,0.144,NA
1153,Blue king crab Pribilof Islands,2005,0.0312,NA
1154,Blue king crab Pribilof Islands,2006,0.0819,NA
1155,Blue king crab Pribilof Islands,2007,0.042,NA
1156,Blue king crab Pribilof Islands,2008,0.0819,NA
1157,Blue king crab Saint Matthews Island,1978,0.981,NA
1158,Blue king crab Saint Matthews Island,1979,1.45,NA
1159,Blue king crab Saint Matthews Island,1980,2.17,NA
1160,Blue king crab Saint Matthews Island,1981,2.27,NA
1161,Blue king crab Saint Matthews Island,1982,1.52,NA
1162,Blue king crab Saint Matthews Island,1983,0.753,NA
1163,Blue king crab Saint Matthews Island,1984,0.504,NA
1164,Blue king crab Saint Matthews Island,1985,0.372,NA
1165,Blue king crab Saint Matthews Island,1986,0.447,NA
1166,Blue king crab Saint Matthews Island,1987,0.474,NA
1167,Blue king crab Saint Matthews Island,1988,0.573,NA
1168,Blue king crab Saint Matthews Island,1989,0.692,NA
1169,Blue king crab Saint Matthews Island,1990,1.05,NA
1170,Blue king crab Saint Matthews Island,1991,1.11,NA
1171,Blue king crab Saint Matthews Island,1992,1.28,NA
1172,Blue king crab Saint Matthews Island,1993,1.37,NA
1173,Blue king crab Saint Matthews Island,1994,1.38,NA
1174,Blue king crab Saint Matthews Island,1995,1.44,NA
1175,Blue king crab Saint Matthews Island,1996,1.68,NA
1176,Blue king crab Saint Matthews Island,1997,1.71,NA
1177,Blue king crab Saint Matthews Island,1998,0.519,NA
1178,Blue king crab Saint Matthews Island,1999,0.368,NA
1179,Blue king crab Saint Matthews Island,2000,0.477,NA
1180,Blue king crab Saint Matthews Island,2001,0.546,NA
1181,Blue king crab Saint Matthews Island,2002,0.635,NA
1182,Blue king crab Saint Matthews Island,2003,0.634,NA
1183,Blue king crab Saint Matthews Island,2004,0.682,NA
1184,Blue king crab Saint Matthews Island,2005,0.716,NA
1185,Blue king crab Saint Matthews Island,2006,0.957,NA
1186,Blue king crab Saint Matthews Island,2007,1.31,NA
1187,Blue king crab Saint Matthews Island,2008,1.45,NA
1188,Blue marlin Pacific Ocean,1952,2.61,0.033
1189,Blue marlin Pacific Ocean,1953,2.57,0.06
1190,Blue marlin Pacific Ocean,1954,2.51,0.07
1191,Blue marlin Pacific Ocean,1955,2.44,0.081
1192,Blue marlin Pacific Ocean,1956,2.37,0.095
1193,Blue marlin Pacific Ocean,1957,2.28,0.118
1194,Blue marlin Pacific Ocean,1958,2.18,0.123
1195,Blue marlin Pacific Ocean,1959,2.13,0.113
1196,Blue marlin Pacific Ocean,1960,2.13,0.106
1197,Blue marlin Pacific Ocean,1961,2.11,0.122
1198,Blue marlin Pacific Ocean,1962,1.97,0.164
1199,Blue marlin Pacific Ocean,1963,1.74,0.188
1200,Blue marlin Pacific Ocean,1964,1.64,0.114
1201,Blue marlin Pacific Ocean,1965,1.53,0.099
1202,Blue marlin Pacific Ocean,1966,1.39,0.121
1203,Blue marlin Pacific Ocean,1967,1.27,0.113
1204,Blue marlin Pacific Ocean,1968,1.17,0.122
1205,Blue marlin Pacific Ocean,1969,1.1,0.131
1206,Blue marlin Pacific Ocean,1970,1.06,0.123
1207,Blue marlin Pacific Ocean,1971,1.04,0.097
1208,Blue marlin Pacific Ocean,1972,0.968,0.118
